extended_right_major,extended_right_major_description,extended_right_name,extended_right_name_description,object_guid
Attributes,Lists attributes and their guids,Pending-CA-Certificates,The certificates that are about to become effective for this certification authority.,963d273c-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Pending-Parent-CA,Reference to the certification authorities that issued the pending certificates for this  certification authority.,963d273e-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Per-Msg-Dialog-Display-Table,The Per Message options MAPI display table.,5fd424d3-1262-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Per-Recip-Dialog-Display-Table,The Per Recipient options MAPI display table.,5fd424d4-1262-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Personal-Title,The user's title.,16775858-47f3-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Phone-Fax-Other,A list of alternate facsimile numbers.,0296c11d-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Phone-Home-Other,A list of alternate home phone numbers.,f0f8ffa2-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Phone-Home-Primary,The user's main home phone number.,f0f8ffa1-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Phone-Ip-Other,The list of alternate TCP/IP addresses for the phone. Used by Telephony.,4d146e4b-48d4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Phone-Ip-Primary,The TCP/IP address for the phone. Used by Telephony.,4d146e4a-48d4-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Phone-ISDN-Primary,The primary ISDN.,0296c11f-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Phone-Mobile-Other,A list of alternate mobile phone numbers.,0296c11e-40da-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Phone-Mobile-Primary,The primary mobile phone number.,f0f8ffa3-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Phone-Office-Other,A list of alternate office phone numbers.,f0f8ffa5-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Phone-Pager-Other,A list of alternate pager numbers.,f0f8ffa4-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Phone-Pager-Primary,The primary pager number.,f0f8ffa6-1191-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,photo,An object encoded in G3 fax as explained in recommendation T.4; with an ASN.1 wrapper to make it compatible with an X.400 BodyPart as defined in X.420.,9c979768-ba1a-4c08-9632-c6a5c1ed649a
Attributes,Lists attributes and their guids,Physical-Delivery-Office-Name,Contains the office location in the user's place of business.,bf9679f7-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Physical-Location-Object,Used to map a device (for example; a printer; computer; and so on) to a physical location.,b7b13119-b82e-11d0-afee-0000f80367c1
Attributes,Lists attributes and their guids,Picture,An image of the user.  A space-efficient format like JPEG or GIF is recommended.,8d3bca50-1d7e-11d0-a081-00aa006c33ed
Attributes,Lists attributes and their guids,PKI-Critical-Extensions,The list of critical extensions in the certificate template.,fc5a9106-3b9d-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Default-CSPs,The list of cryptographic service providers for the certificate template.,1ef6336e-3b9e-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Default-Key-Spec,The private key specification for the certificate template.,426cae6e-3b9d-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Enrollment-Access,The PKI-Enrollment-Access attribute is for internal use only.,926be278-56f9-11d2-90d0-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Expiration-Period,The validity period for the certificate template.,041570d2-3b9e-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Extended-Key-Usage,The enhanced key usage OIDs for the certificate template.,18976af6-3b9e-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Key-Usage,The key usage extension for the certificate template.,e9b0a87e-3b9d-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Max-Issuing-Depth,The maximum length of the certificate chain issued by the certificate.,f0bfdefa-3b9d-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKI-Overlap-Period,The period by when the certificate should be renewed before it is expired.,1219a3ec-3b9e-11d2-90cc-00c04fd91ab1
Attributes,Lists attributes and their guids,PKT,DFS Partition Knowledge Table. Describes the structure of a Distributed File System hierarchy.,8447f9f1-1027-11d0-a05f-00aa006c33ed
Attributes,Lists attributes and their guids,PKT-Guid,Unique ID of a given Distributed File System Partition Knowledge Table.,8447f9f0-1027-11d0-a05f-00aa006c33ed
Attributes,Lists attributes and their guids,Policy-Replication-Flags,Determines which LSA properties are replicated to clients.,19405b96-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Port-Name,List of port names. For example; for printer ports or comm ports.,281416c4-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Possible-Inferiors,The list of objects that this object can contain.,9a7ad94c-ca53-11d1-bbd0-0080c76670c0
Attributes,Lists attributes and their guids,Poss-Superiors,The list of objects that can contain this class.,bf9679fa-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Postal-Address,The mailing address for the object.,bf9679fc-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Postal-Code,The postal or zip code for mail delivery.,bf9679fd-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Post-Office-Box,The post office box number for this object.,bf9679fb-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Preferred-Delivery-Method,The X.500-preferred way to deliver to addressee.,bf9679fe-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,preferredLanguage,The preferred written or spoken language for a person.,856be0d0-18e7-46e1-8f5f-7ee4d9020e0d
Attributes,Lists attributes and their guids,Preferred-OU,The Organizational Unit to show by default on user' s desktop.,bf9679ff-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Prefix-Map,The Prefix-Map attribute is for internal use only.,52458022-ca6a-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Presentation-Address,Specifies a presentation address associated with an object that represents an OSI application entity.,a8df744b-c5ea-11d1-bbcb-0080c76670c0
Attributes,Lists attributes and their guids,Previous-CA-Certificates,Last expired certificate for this certification authority.,963d2739-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Previous-Parent-CA,Reference to the certification authorities that issued the last expired certificate for a certification authority.,963d273d-48be-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Primary-Group-ID,Contains the relative identifier (RID) for the primary group of the user. By default; this is the RID for the Domain Users group.,bf967a00-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Primary-Group-Token,A computed attribute that is used in retrieving the membership list of a group; such as Domain Users. The complete  membership of such groups is not stored explicitly for scaling reasons.,c0ed8738-7efd-4481-84d9-66d2db8be369
Attributes,Lists attributes and their guids,Print-Attributes,A bitmask of printer attributes.,281416d7-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Bin-Names,A list of printer bin names.,281416cd-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Collate,TRUE if a printer has collating bins.,281416d2-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Color,TRUE if a printer can print in color.,281416d3-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Duplex-Supported,Indicates the type of duplex support a printer has.,281416cc-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-End-Time,The time a print queue stops servicing jobs.,281416ca-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Printer-Name,The display name of an attached printer.,244b296e-5abd-11d0-afd2-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Form-Name,The name of the currently loaded form.,281416cb-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Keep-Printed-Jobs,TRUE if printed jobs are kept.,ba305f6d-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Language,The supported page description language (for example; PostScript; PCL).,281416d6-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-MAC-Address,The user-supplied MAC address.,ba305f7a-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Max-Copies,The maximum number of copies a device can print.,281416d1-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Max-Resolution-Supported,The maximum printer resolution.,281416cf-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Max-X-Extent,The maximum horizontal print region.,ba305f6f-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Max-Y-Extent,The maximum vertical print region.,ba305f70-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Media-Ready,A list of available media for a printer.,3bcbfcf5-4d3d-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Media-Supported,A list of media supported by a printer.,244b296f-5abd-11d0-afd2-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Memory,The amount of memory installed in a printer.,ba305f74-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Min-X-Extent,The minimum horizontal print region.,ba305f71-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Min-Y-Extent,The minimum vertical print region.,ba305f72-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Network-Address,The user-supplied network address.,ba305f79-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Notify,A user-supplied string that specifies the notification contact.,ba305f6a-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Number-Up,The number of page images per sheet.,3bcbfcf4-4d3d-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Orientations-Supported,The page rotation for landscape printing.,281416d0-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Owner,A user-supplied owner string.,ba305f69-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Pages-Per-Minute,Driver-supplied print rate in pages per minute.,19405b97-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Print-Rate,Driver-supplied print rate.,ba305f77-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Rate-Unit,Driver-supplied print rate unit.,ba305f78-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Separator-File,The file path of the printer separator page.,281416c6-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Share-Name,The printer's share name.,ba305f68-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Spooling,A string that represents the type of printer spooling.,ba305f6c-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Stapling-Supported,TRUE if the printer supports stapling. Supplied by the driver.,ba305f73-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Print-Start-Time,The time a print queue begins servicing jobs.,281416c9-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Print-Status,Status from the print spooler. Currently unused.,ba305f6b-47e3-11d0-a1a6-00c04fd930c9
Attributes,Lists attributes and their guids,Priority,The current priority (of a process; print job; and so on).,281416c7-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Prior-Set-Time,The previous time set for a secret.,bf967a01-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Prior-Value,The previous value for a secret.,bf967a02-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Private-Key,An encrypted private key.,bf967a03-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Privilege-Attributes,Bitmask of privilege attributes.,19405b9a-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Privilege-Display-Name,Display name for a WindowsÂ NT privilege.,19405b98-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Privilege-Holder,List of Distinguished Names of principals granted this privilege.,19405b9b-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Privilege-Value,A value that represents an WindowsÂ NT privilege.,19405b99-3cfa-11d1-a9c0-0000f80367c1
Attributes,Lists attributes and their guids,Product-Code,"This attribute contains a unique identifier for an application for a particular product release; represented as a string GUID; for example ""{12345678-1234-1234-1234-123456789012}"". Letters used in this GUID must be uppercase. This ID must vary for different versions and languages.",d9e18317-8939-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Profile-Path,Specifies a path to the user's profile. This value can be a null string; a local absolute path; or a UNC path.,bf967a05-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Proxied-Object-Name,This attribute is used internally by Active Directory to help track interdomain moves.,e1aea402-cd5b-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Proxy-Addresses,A proxy address is the address by which a Microsoft Exchange Server recipient object is recognized in a foreign mail system. Proxy addresses are required for all recipient objects; such as custom recipients and distribution lists.,bf967a06-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Proxy-Generation-Enabled,TRUE if proxy generation is enabled.,5fd424d6-1262-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,Proxy-Lifetime,Contains the lifetime for a proxy object.,bf967a07-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Public-Key-Policy,Reference to the Public Key policy for this domain.,80a67e28-9f22-11d0-afdd-00c04fd930c9
Attributes,Lists attributes and their guids,Purported-Search,The search argument for an address book view.,b4b54e50-943a-11d1-aebd-0000f80367c1
Attributes,Lists attributes and their guids,Pwd-History-Length,The number of old passwords to save.,bf967a09-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Pwd-Last-Set,The date and time that the password for this account was last changed. This value is stored as a large integer that represents the number of 100 nanosecond intervals since January 1; 1601 (UTC). If this value is set to 0 and the User-Account-Control attribute does not contain the UF_DONT_EXPIRE_PASSWD flag; then the user must set the password at the next logon.,bf967a0a-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Pwd-Properties,Password Properties. Part of Domain Policy. A bitfield to indicate complexity and storage restrictions.,bf967a0b-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Quality-Of-Service,Local or domain quality of service bits on policy objects.,80a67e4e-9f22-11d0-afdd-00c04fd930c9
Attributes,Lists attributes and their guids,Query-Filter,Query-filter attribute.,cbf70a26-7e78-11d2-9921-0000f87a57d4
Attributes,Lists attributes and their guids,QueryPoint,The URL or UNC of a query page or other front end for accessing a catalog.,7bfdcb86-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Query-Policy-BL,List of all objects holding references to a given Query-Policy.,e1aea404-cd5b-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Query-Policy-Object,Reference to the default Query-Policy in force for this server.,e1aea403-cd5b-11d0-afff-0000f80367c1
Attributes,Lists attributes and their guids,Range-Lower,The minimum value or length of an attribute.,bf967a0c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Range-Upper,The maximum value or length of an attribute.,bf967a0d-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,RDN,The Relative Distinguished Name (RDN) of an object. An RDN is the relative portion of a distinguished name (DN); which uniquely identifies an LDAP object.,bf967a0e-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,RDN-Att-ID,The RDN for the attribute that is used to name a class.,bf967a0f-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Registered-Address,Specifies a mnemonic for an address associated with an object at a particular city location. The mnemonic is registered in the country/region in which the city is located and is used in the provision of the Public Telegram Service.,bf967a10-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Remote-Server-Name,Used wherever one or more computer names must be stored.,bf967a12-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Remote-Source,Backward  pointer to foreign objects.,bf967a14-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Remote-Source-Type,Type of pointer to foreign object.,bf967a15-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Remote-Storage-GUID,This attribute contains the GUID for a remote storage object.,2a39c5b0-8960-11d1-aebc-0000f80367c1
Attributes,Lists attributes and their guids,Replica-Source,This attribute contains the GUID of a replication source.,bf967a18-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Repl-Interval,The attribute of Site-Link objects that defines the interval; in minutes; between replication cycles between the sites in the Site-List.  Must be a multiple of 15 minutes (the granularity of cross-site DS replication);  a minimum of 15 minutes; and a maximum of 10;080 minutes (one week).,45ba9d1a-56fa-11d2-90d0-00c04fd91ab1
Attributes,Lists attributes and their guids,Repl-Property-Meta-Data,Tracks internal replication state information for DS objects.  Information here can be extracted in public form through the public API DsReplicaGetInfo().  Present on all DS objects.,281416c0-1968-11d0-a28f-00aa003049e2
Attributes,Lists attributes and their guids,Repl-Topology-Stay-Of-Execution,The delay between deleting a server object and it being permanently removed from the replication topology.,7bfdcb83-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Repl-UpToDate-Vector,Tracks internal replication state information for an entire NC.  Information here can be extracted in public form through the API DsReplicaGetInfo().  Present on all NC root objects.,bf967a16-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Reports,Contains the list of users that directly report to the user. The users listed as reports are those that have the property manager property set to this user. Each item in the list is a linked reference to the object that represents the user.,bf967a1c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Reps-From,Lists the servers from which the directory will accept changes for the defined naming context.,bf967a1d-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Reps-To,Lists the servers that the directory will notify of changes and servers to which the directory will send changes on Request for the defined naming context.,bf967a1e-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Required-Categories,This attribute contains a list of component category IDs an object (such as an application) requires to run.,7d6c0e93-7e20-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,Retired-Repl-DSA-Signatures,Tracks the past DS replication identities of a given DC.,7bfdcb7f-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,Revision,The revision level for a security descriptor or other change. Only used in the sam-server and ds-ui-settings objects.,bf967a21-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Rid,The relative Identifier of an object.,bf967a22-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,RID-Allocation-Pool,A pool that was prefetched for use by the RID manager when the RID-Previous-Allocation-Pool has been used up.,66171889-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,RID-Available-Pool,The space from which RID Pools are allocated.,66171888-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,RID-Manager-Reference,The Distinguished Name for the RID Manager of an object.,66171886-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,RID-Next-RID,The next free Relative Identifier in the current pool.,6617188c-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,RID-Previous-Allocation-Pool,The RID-Previous-Allocation-Pool attribute contains the pool of relative identifiers (RIDs) that a domain controller allocates from. This attribute is an eight-byte value that contains a pair of four-byte integers that represent the start and end values of the RID pool.  The start value is in the lower four bytes and the end value is in the upper four bytes.,6617188a-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,RID-Set-References,List of references to RID-Set objects that manage Relative Identifier (RID) allocation.,7bfdcb7b-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,RID-Used-Pool,The RID Pools that have been used by a DC.,6617188b-8f3c-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,Rights-Guid,The GUID used to represent an extended right within an access control entry.,8297931c-86d3-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,Role-Occupant,The distinguished name of an object that fulfills an organizational role.,a8df7465-c5ea-11d1-bbcb-0080c76670c0
Attributes,Lists attributes and their guids,roomNumber,The room number of an object.,81d7f8c2-e327-4a0d-91c6-b42d4009115f
Attributes,Lists attributes and their guids,Root-Trust,The Distinguished Name of another Cross-Ref.,7bfdcb80-4807-11d1-a9c3-0000f80367c1
Attributes,Lists attributes and their guids,rpc-Ns-Annotation,A string that describs a given RPC Profile element.,88611bde-8cf4-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,rpc-Ns-Bindings,The list of RPC bindings for the current interface.,bf967a23-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,rpc-Ns-Codeset,The list of character sets supported by the server.,7a0ba0e0-8e98-11d0-afda-00c04fd930c9
Attributes,Lists attributes and their guids,rpc-Ns-Entry-Flags,Flag to indicate that the RPC NS entry was explicitly created.,80212841-4bdc-11d1-a9c4-0000f80367c1
Attributes,Lists attributes and their guids,rpc-Ns-Group,A reference to an RPC Server entry or another RPC Group.,bf967a24-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,rpc-Ns-Interface-ID,An Interface ID supported by a given server.,bf967a25-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,rpc-Ns-Object-ID,The Object IDs exported by a given server.,29401c48-7a27-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,rpc-Ns-Priority,The priority of a given RPC profile entry.,bf967a27-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,rpc-Ns-Profile-Entry,The list of entries for the current priority.,bf967a28-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,rpc-Ns-Transfer-Syntax,The UUID of the transfer syntax supported by the current entry.,29401c4a-7a27-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,SAM-Account-Name,The logon name used to support clients and servers running earlier versions of the operating system; such as WindowsÂ NTÂ 4.0; WindowsÂ 95; WindowsÂ 98; and LAN Manager.,3e0abfd0-126a-11d0-a060-00aa006c33ed
Attributes,Lists attributes and their guids,SAM-Account-Type,This attribute contains information about every account type object. You can enumerate a list of account types or you can use the Display Information API to create a list.  Because computers; normal user accounts; and trust accounts can also be enumerated as user objects; the values for these accounts must be a contiguous range.,6e7b626c-64f2-11d0-afd2-00c04fd930c9
Attributes,Lists attributes and their guids,SAM-Domain-Updates,Contains a bitmask of performed SAM operations on Active Directory.,04d2d114-f799-4e9b-bcdc-90e8f5ba7ebe
Attributes,Lists attributes and their guids,Schedule,A schedule BLOB as defined by the WindowsÂ NT Job Service. Used by replication.,dd712224-10e4-11d0-a05f-00aa006c33ed
Attributes,Lists attributes and their guids,Schema-Flags-Ex,The Schema-Flags-Ex attribute is not currently used.,bf967a2b-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Schema-ID-GUID,The unique identifier for an attribute.,bf967923-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Schema-Info,An internal binary value used to detect schema changes between DCs and force a schema NC replication cycle before replicating any other NC. Used to resolve ties when the schema FSMO is seized and a change is made on more than one DC.,f9fb64ae-93b4-11d2-9945-0000f87a57d4
Attributes,Lists attributes and their guids,Schema-Update,The Schema-Update attribute is not currently used.,1e2d06b4-ac8f-11d0-afe3-00c04fd930c9
Attributes,Lists attributes and their guids,Schema-Version,The version number for the schema.,bf967a2c-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Scope-Flags,The Scope-Flags attribute is not currently used.,16f3a4c2-7e79-11d2-9921-0000f87a57d4
Attributes,Lists attributes and their guids,Script-Path,This attribute specifies the path for the user's logon script. The string can be null.,bf9679a8-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,SD-Rights-Effective,This constructed attribute returns a single DWORD value that can have up to three bits set:,c3dbafa6-33df-11d2-98b2-0000f87a57d4
Attributes,Lists attributes and their guids,Search-Flags,Contains a set of flags that specify search and indexing information for an attribute. See     Remarks.,bf967a2d-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Search-Guide,Specifies information of suggested search criteria; which may be included in some entries that are expected to be a convenient base-object for the search operation; for example; country/region or organization.,bf967a2e-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,secretary,Contains the distinguished name of the secretary for an account.,01072d9a-98ad-4a53-9744-e83e287278fb
Attributes,Lists attributes and their guids,Security-Identifier,A unique value of variable length used to identify a user account; group account; or logon session to which an ACE applies.,bf967a2f-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,See-Also,List of distinguished names that are related to an object.,bf967a31-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Seq-Notification,This attribute contains a counter that is incremented daily. This counter value is given to the link tracking service which adds the value to its volumes and link source files when they are refreshed. The domain controller maintains this value.,ddac0cf2-af8f-11d0-afeb-00c04fd930c9
Attributes,Lists attributes and their guids,Serial-Number,Part of X.500 specification. Not used by Active Directory.,bf967a32-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Server-Name,The name of a server.,09dcb7a0-165f-11d0-a064-00aa006c33ed
Attributes,Lists attributes and their guids,Server-Reference,Found in a site computer object. Contains the distinguished name of the domain controller in the domain naming context.,26d9736d-6070-11d1-a9c6-0000f80367c1
Attributes,Lists attributes and their guids,Server-Reference-BL,Found in the domain naming context. The distinguished name of a computer under the sites folder.,26d9736e-6070-11d1-a9c6-0000f80367c1
Attributes,Lists attributes and their guids,Server-Role,For compatibility with pre-WindowsÂ 2000 Server servers. A computer running WindowsÂ NT Server can be a standalone server; a primary domain controller (PDC); or a backup domain controller (BDC).,bf967a33-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Server-State,Indicates whether the server is enabled or disabled. A value of 1 indicates that the server is enabled. A value of 2 indicates that the server is disabled. All other values are invalid.,bf967a34-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Service-Binding-Information,Service-specific binding information in string format.,b7b1311c-b82e-11d0-afee-0000f80367c1
Attributes,Lists attributes and their guids,Service-Class-ID,The GUID for the Service class.,bf967a35-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Service-Class-Info,General Service Class information.,bf967a36-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Service-Class-Name,The string name of the service that an administration point represents.,b7b1311d-b82e-11d0-afee-0000f80367c1
Attributes,Lists attributes and their guids,Service-DNS-Name,The DNS name to look up to find a server running this service.,28630eb8-41d5-11d1-a9c1-0000f80367c1
Attributes,Lists attributes and their guids,Service-DNS-Name-Type,Type of DNS Record to look up for this service. For example; A or SRV.,28630eba-41d5-11d1-a9c1-0000f80367c1
Attributes,Lists attributes and their guids,Service-Instance-Version,Version of a Winsock service.,bf967a37-0de6-11d0-a285-00aa003049e2
Attributes,Lists attributes and their guids,Service-Principal-Name,List of principal names used for mutual authentication with an instance of a service on this computer.,f3a64788-5306-11d1-a9c5-0000f80367c1
Attributes,Lists attributes and their guids,Setup-Command,This attribute indicates whether a setup command is required to set up this application.,7d6c0e97-7e20-11d0-afd6-00c04fd930c9
Attributes,Lists attributes and their guids,shadowExpire,Contains the absolute date to expire the account.,75159a00-1fff-4cf4-8bff-4ef2695cf643
Attributes,Lists attributes and their guids,shadowFlag,Contains the section of the shadow map that is used to store the flag value.,8dfeb70d-c5db-46b6-b15e-a4389e6cee9b
Attributes,Lists attributes and their guids,shadowInactive,Contains the number of days of inactivity that is allowed for the user.,86871d1f-3310-4312-8efd-af49dcfb2671
Attributes,Lists attributes and their guids,shadowLastChange,Contains the last change of the shadow information.,f8f2689c-29e8-4843-8177-e8b98e15eeac
